Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,School
32842.000000,516.949091,-5.335327,-5.169491,6.200000,-103.071651,615.806768,-3.302085,958.643756,4.698397,-0.575189,-249.435610,171.320000,Gryffindor
66624.000000,-485.396284,1.905257,4.853963,6.227000,731.896732,651.418651,7.175405,1067.985687,10.194201,0.566985,-230.509170,-74.410000,Ravenclaw
69954.000000,257.291902,3.733642,-2.572919,6.916000,-466.670507,417.281478,8.647227,1048.859657,5.302053,-0.652016,-241.157660,-90.700000,Hufflepuff
56805.000000,306.930353,-5.412420,-3.069304,4.994000,-210.178319,615.363164,-4.470242,969.740143,3.199228,-0.004248,-250.516260,143.620000,Gryffindor
88229.000000,184.313297,1.937666,-1.843133,6.267000,-427.388013,394.988932,5.614146,1061.667061,2.216173,-2.524625,-244.254960,-119.210000,Hufflepuff
57086.000000,606.636261,4.741618,-6.066363,6.266000,-438.851079,370.372290,7.679612,1049.626522,4.707753,-0.581071,-244.128280,-62.420000,Hufflepuff
57393.000000,545.586819,3.840979,-5.455868,6.368000,-896.523781,424.131400,4.808168,1079.914499,8.118103,0.896232,-244.938760,-15.180000,Hufflepuff
42933.000000,399.117846,-5.549934,-3.991178,5.233000,-395.575350,606.656082,-3.272618,974.755560,5.697827,0.478673,-250.453480,154.550000,Gryffindor
56803.000000,-365.153203,6.087445,3.651532,6.699000,687.085907,637.613221,4.000869,1066.410533,7.089669,0.292741,-229.461230,-2.030000,Ravenclaw
62135.000000,222.827757,6.273324,-2.228278,1.725000,-596.057316,420.694385,4.018995,1054.261166,5.322646,0.338860,-244.705980,10.460000,Hufflepuff
45162.000000,-371.641525,-4.943743,3.716415,-5.447000,-509.669644,407.526394,3.209211,1071.313029,10.817769,1.089751,-251.259240,-48.110000,Slytherin
79921.000000,-362.780978,4.994599,3.627810,6.661000,659.975317,571.275586,4.543017,1050.249445,2.564157,-0.607528,-232.571790,-65.640000,Ravenclaw
45783.000000,545.181200,4.032515,-5.451812,6.367000,-415.205902,390.473814,3.934639,1047.950902,3.387577,0.671013,-244.344490,-8.480000,Hufflepuff
41002.000000,500.905417,7.433888,-5.009054,4.378000,-470.872579,399.931020,2.703706,1040.667870,2.944676,0.566589,-243.728010,52.660000,Hufflepuff
52433.000000,382.328077,-5.704310,-3.823281,4.457000,-239.324510,639.171421,-3.870799,968.332408,5.539824,-0.832658,-251.039320,161.710000,Gryffindor
38860.000000,566.535606,2.943978,-5.665356,6.248000,-293.313777,360.865078,5.700563,1043.823148,3.659209,1.674871,-244.466380,-39.870000,Hufflepuff
54267.000000,183.074348,6.561747,-1.830743,3.755000,-458.375159,346.898261,4.596879,1051.202233,1.260180,-0.043296,-242.734670,-34.850000,Hufflepuff
66565.000000,361.980010,4.454049,-3.619800,4.799000,-866.842727,452.784873,7.872369,1071.814947,10.360315,-1.666024,-243.371570,-36.790000,Hufflepuff
64990.000000,285.479195,3.851663,-2.854792,4.800000,-564.440745,399.228078,4.379618,1061.368372,4.059971,0.755435,-244.455130,-41.840000,Hufflepuff
44730.000000,572.905468,-5.588384,-5.729055,4.676000,-281.463745,594.570010,-3.070867,966.947487,5.283752,-0.038098,-252.409810,154.200000,Gryffindor
48086.000000,579.837969,2.526182,-5.798380,2.922000,-519.618931,363.965825,8.447594,1059.806030,8.700228,-0.728234,-247.196380,-63.520000,Hufflepuff
68111.000000,-396.640892,6.040019,3.966409,6.756000,378.629565,662.433292,6.501727,1056.154227,9.361450,2.179954,-229.512170,-9.640000,Ravenclaw
37887.000000,-527.913255,4.502192,5.279133,5.016000,607.508920,587.917503,3.547263,1057.726948,6.391071,0.594446,-230.528020,4.030000,Ravenclaw
84659.000000,-292.455200,-3.783590,2.924552,-5.960000,-378.013211,431.901658,2.738834,1024.479946,5.877582,1.697895,-254.148210,-46.530000,Slytherin
46370.000000,-521.430240,-6.422108,5.214302,-2.249000,-408.723866,435.732310,7.652383,1027.267582,10.316597,-0.932774,-247.070320,-87.420000,Slytherin
40949.000000,430.746144,-6.710170,-4.307461,3.699000,-794.218560,538.880320,-4.920976,939.720182,2.100849,1.614349,-255.601480,185.500000,Gryffindor
79331.000000,404.315676,5.594672,-4.043157,4.898000,-607.050871,360.853886,3.173109,1067.460653,1.018758,-0.731843,-246.061400,-53.390000,Hufflepuff
33251.000000,-346.718971,10.296759,3.467190,6.088000,400.451103,593.254220,9.445645,1074.821418,11.310313,0.469852,-225.428140,-4.650000,Slytherin
73677.000000,-374.574049,-6.723347,3.745740,-4.152000,-361.592719,436.855595,6.673904,1018.391264,8.752264,1.043084,-251.860100,-96.800000,Slytherin
48115.000000,526.453519,-4.936866,-5.264535,5.668000,-159.979796,597.212875,-2.601619,986.713973,5.484833,0.516333,-250.210280,124.230000,Gryffindor
59773.000000,-369.037578,4.396988,3.690376,6.538000,758.136770,614.005381,3.605239,1062.537121,5.683729,0.445701,-231.127040,-25.220000,Ravenclaw
26596.000000,596.566684,4.269317,-5.965667,6.030000,-102.819391,409.945229,10.870465,1012.340796,7.601553,-1.537392,-240.961030,-27.510000,Hufflepuff
36722.000000,-541.141394,6.819303,5.411414,4.650000,223.304769,592.895929,4.808764,1037.943579,7.077044,-0.618452,-229.965280,44.840000,Ravenclaw
45877.000000,237.510101,-4.884012,-2.375101,5.614000,-697.136575,607.395493,-6.969016,940.452086,0.806860,-0.309245,-251.183170,220.860000,Gryffindor
58516.000000,-444.782165,-3.950041,4.447822,-6.301000,-440.355404,394.643771,2.075027,1058.496863,7.527710,-0.871846,-252.097770,-48.770000,Slytherin
20184.000000,-619.137088,-4.777998,6.191371,-2.977000,-380.349740,444.283148,4.216110,1055.833701,11.226361,-0.323958,-244.867310,-24.540000,Slytherin
60018.000000,-592.894843,1.869092,5.928948,4.531000,928.317873,675.905338,4.661149,1057.866106,9.196488,-0.624846,-230.833310,-28.820000,Ravenclaw
42591.000000,474.564666,4.972162,-4.745647,5.262000,-418.645305,406.318983,3.482806,1043.816263,3.796458,0.086678,-243.879330,19.300000,Hufflepuff
73356.000000,-738.275561,4.479952,7.382756,4.504000,868.273687,631.163305,2.763427,1043.148489,3.187944,1.629718,-230.496670,-26.110000,Ravenclaw
42293.000000,531.098888,-3.427691,-5.310989,6.198000,-465.095505,631.014382,-4.862881,977.061966,5.362986,0.533020,-249.799680,200.380000,Gryffindor
57633.000000,-584.462008,4.142217,5.844620,4.849000,750.512624,632.456570,3.122975,1060.606374,6.389850,0.304538,-230.655690,-10.370000,Ravenclaw
42577.000000,424.322457,8.576817,-4.243225,4.161000,-153.130224,337.191508,7.362512,1018.686702,0.763940,-0.200980,-241.514670,-21.830000,Hufflepuff
66774.000000,227.437621,6.438243,-2.274376,4.072000,-503.117449,416.313763,7.765598,1044.191127,5.345872,-1.398632,-241.775710,-42.810000,Hufflepuff
33010.000000,-449.278089,5.080019,4.492781,4.206000,118.083753,508.938508,6.565545,1036.723333,6.286685,0.933497,-232.764090,-7.210000,Ravenclaw
25168.000000,-215.184666,7.449836,2.151847,6.321000,516.980218,568.520938,5.159088,1070.455906,8.206382,0.340079,-229.276060,19.670000,Ravenclaw
42847.000000,577.234856,5.181161,-5.772349,2.758000,-318.739958,419.573835,3.206781,1032.636188,4.767946,0.305378,-246.428050,48.800000,Hufflepuff
41006.000000,694.332208,2.031246,-6.943322,7.561000,-422.534945,417.356456,3.518669,1049.524170,5.070320,-0.158743,-245.367540,2.220000,Hufflepuff
53099.000000,611.134865,3.042226,-6.111349,6.437000,-730.772783,423.635488,3.090094,1072.356504,6.592268,-0.417611,-246.020610,1.490000,Hufflepuff
38880.000000,-391.373472,5.112728,3.913735,5.867000,617.191891,636.627390,5.594732,1066.888085,10.221267,-0.752245,-229.091170,5.640000,Ravenclaw
72295.000000,526.332536,4.465066,-5.263325,5.626000,-503.221121,363.830216,3.177359,1063.017165,1.359533,-2.044177,-246.585630,-50.090000,Hufflepuff
44094.000000,491.581009,3.651077,-4.915810,5.083000,-394.220008,391.993542,6.725849,1043.814334,5.832760,-0.927452,-244.057440,-30.050000,Hufflepuff
62759.000000,-388.485472,7.306830,3.884855,7.090000,496.251542,630.749792,3.767711,1044.780804,4.897176,0.535566,-229.561720,18.210000,Ravenclaw
26116.000000,-966.740546,2.730728,9.667405,1.078000,312.922762,572.094747,3.348114,1032.782712,6.793216,-0.803765,-231.813430,33.020000,Ravenclaw
41034.000000,651.499961,-4.316909,-6.515000,5.471000,-499.027269,607.281653,-5.288429,942.123720,3.149411,0.082135,-253.004830,223.190000,Gryffindor
47886.000000,480.923633,3.870897,-4.809236,5.445000,-428.611995,378.778253,7.971454,1048.057298,5.989587,0.308502,-243.523660,-55.790000,Hufflepuff
52268.000000,633.127716,3.128571,-6.331277,6.509000,-734.939254,430.726864,1.642266,1071.003800,5.858556,0.008027,-246.489100,22.690000,Hufflepuff
36467.000000,630.119171,-6.005138,-6.301192,4.474000,-439.672360,558.907876,-3.754066,947.198333,3.532585,-0.088928,-254.291910,177.010000,Gryffindor
49688.000000,692.769236,-4.038016,-6.927692,5.594000,-426.210871,595.983417,-6.349633,923.055513,-0.035474,-0.267329,-254.255750,228.790000,Gryffindor
49093.000000,511.967707,4.360555,-5.119677,5.875000,-378.898677,417.065107,8.090267,1038.628671,6.635063,0.182990,-242.678150,-33.590000,Hufflepuff
66692.000000,248.211314,5.037105,-2.482113,5.634000,-661.831672,460.861063,5.992806,1055.265692,6.743776,-1.043003,-241.772860,-19.040000,Hufflepuff
47145.000000,419.717377,-6.929164,-4.197174,3.288000,-826.468166,544.521674,-5.685821,922.927970,0.697529,-0.446823,-256.871190,200.320000,Gryffindor
37702.000000,447.409851,-5.586751,-4.474099,4.649000,-596.427045,560.805587,-5.753091,939.794031,1.309745,-0.302280,-253.637400,202.400000,Gryffindor
87451.000000,-435.774672,6.717856,4.357747,6.336000,503.584265,610.944107,4.690269,1044.426190,3.431096,-1.117048,-231.454410,-36.620000,Ravenclaw
58658.000000,393.850753,5.292819,-3.938508,4.802000,-663.160717,461.449757,3.386976,1055.761132,6.340815,2.333845,-243.916730,30.000000,Hufflepuff
34066.000000,569.619099,3.441774,-5.696191,6.376000,-298.706185,420.185957,7.518985,1031.482174,6.854014,-0.062230,-242.570250,-11.120000,Hufflepuff
59442.000000,-510.279439,-4.890463,5.102794,-3.769000,-484.310394,406.165743,6.578086,1026.532143,8.052146,-0.411753,-249.129830,-86.570000,Slytherin
41732.000000,676.208942,1.184571,-6.762089,7.565000,-492.031866,408.326958,3.927966,1059.746214,5.926594,-0.255055,-245.747320,-17.070000,Hufflepuff
29560.000000,532.876597,3.289842,-5.328766,6.082000,-553.909506,409.749352,6.038953,1052.947213,7.807275,1.905138,-243.240160,1.620000,Hufflepuff
42307.000000,-565.384508,-6.315853,5.653845,-6.153000,-460.707970,388.219794,5.085800,1063.373801,10.977040,-0.404638,-250.518350,-83.830000,Slytherin
23403.000000,-708.187147,7.675923,7.081871,2.202000,432.141186,569.902385,5.404535,1047.418041,7.846844,1.036636,-228.659970,38.860000,Ravenclaw
13733.000000,970.617679,5.783208,-9.706177,6.736000,-709.667924,394.611044,7.307276,1055.090345,10.205827,-0.417414,-244.032570,43.220000,Hufflepuff
37273.000000,-614.048616,-4.904819,6.140486,-4.718000,-505.370010,384.386504,6.114746,1048.862296,9.843034,1.069627,-247.900160,-76.720000,Slytherin
27282.000000,692.743322,5.020076,-6.927433,4.391000,-242.350035,385.567505,8.750067,1025.519897,7.229162,0.315775,-243.803600,-3.890000,Hufflepuff
47623.000000,-536.339092,-7.420799,5.363391,-7.470000,-399.824056,377.851721,3.483618,1080.309121,10.971958,-0.353466,-253.029970,-94.430000,Slytherin
22301.000000,785.245508,6.817740,-7.852455,4.398000,-437.517874,446.892124,2.860366,1029.501229,6.616014,0.927903,-244.786620,113.990000,Hufflepuff
46502.000000,108.831103,-6.608834,-1.088311,4.204000,-475.458005,588.712266,-5.282672,963.865369,2.689134,-1.167998,-251.041790,156.780000,Gryffindor
44314.000000,820.753390,-5.671740,-8.207534,3.785000,-643.294621,572.281476,-5.119166,912.534429,2.037926,-1.733969,-258.023080,234.220000,Gryffindor
15276.000000,-489.493777,6.108328,4.894938,4.010000,497.551998,591.554036,3.216094,1051.585357,8.001026,-0.386309,-229.801980,66.760000,Ravenclaw
57603.000000,-528.143921,-6.995686,5.281439,-6.325000,-537.072805,356.716751,5.995915,1062.764494,9.875273,-0.202476,-252.556060,-126.580000,Slytherin
55277.000000,-443.586371,-1.653596,4.435864,-3.736000,-466.265239,446.124132,2.453739,1030.712355,6.621858,-1.578401,-248.207400,-0.150000,Slytherin
58813.000000,410.378372,4.797200,-4.103784,4.651000,-565.707520,399.200342,5.532849,1056.768802,5.266347,0.875350,-244.353760,-28.920000,Hufflepuff
28181.000000,558.747215,8.829186,-5.587472,3.041000,-378.837790,389.298540,3.734386,1028.259846,3.575566,-0.411243,-243.448630,76.900000,Hufflepuff
78806.000000,-324.246796,-7.476330,3.242468,-5.427000,-429.611365,419.970213,5.124209,1044.414228,9.423082,0.934716,-254.513430,-107.350000,Slytherin
54213.000000,-303.273872,-6.332400,3.032739,-3.917000,-174.475874,489.250447,6.001035,1010.305760,10.727469,0.047963,-250.121100,-37.550000,Slytherin
30151.000000,681.551792,-6.351587,-6.815518,5.194000,15.366881,593.530079,-0.671545,975.722273,7.846578,-1.166342,-250.860380,126.400000,Gryffindor
46393.000000,-614.035674,6.365451,6.140357,4.048000,204.588174,601.246134,5.566260,1044.394312,7.966357,-0.785268,-230.203820,21.390000,Ravenclaw
72439.000000,-439.573871,-3.763882,4.395739,-3.952000,-454.695540,428.611749,5.893858,1008.295871,6.488918,0.715261,-250.069070,-64.170000,Slytherin
67134.000000,-487.486743,2.982665,4.874867,6.346000,401.536339,619.924055,2.581619,1044.322394,4.768353,0.249863,-233.025480,-5.960000,Ravenclaw
26460.000000,-664.235068,-4.243311,6.642351,-3.667000,-460.944838,391.715781,3.727776,1067.511019,9.266251,0.893023,-245.957890,-52.720000,Slytherin
59027.000000,231.725620,5.331228,-2.317256,5.236000,-484.658538,452.273879,4.535325,1042.835447,4.631866,-0.369832,-241.757460,4.190000,Hufflepuff
63662.000000,-530.408700,4.326584,5.304087,4.403000,378.032825,586.628328,5.133723,1045.100784,6.050848,-0.095381,-232.775050,-25.530000,Ravenclaw
60541.000000,-585.888429,8.652804,5.858884,5.596000,731.263515,615.018558,4.966558,1053.307159,4.795919,-1.486771,-227.228900,-8.700000,Ravenclaw
85107.000000,-253.685722,-5.600622,2.536857,-6.564000,-101.067788,490.519937,2.063964,1013.000209,7.231471,0.036904,-255.027740,-25.680000,Slytherin
75766.000000,-561.426405,6.273558,5.614264,5.712000,802.913571,640.105370,4.459506,1050.980350,4.778141,-0.925046,-229.354270,-29.550000,Ravenclaw
19066.000000,638.798582,-4.180734,-6.387986,7.630000,-118.668554,636.777899,-2.603520,972.078371,7.213116,-1.678887,-247.109850,191.410000,Gryffindor
40544.000000,669.262135,3.892078,-6.692621,5.185000,-529.430488,417.339777,5.240489,1050.630615,7.389162,-0.161487,-245.471600,13.180000,Ravenclaw
28071.000000,-691.548687,-2.072790,6.915487,-1.614000,-744.592451,380.778813,6.690097,1045.202585,8.570107,-1.179743,-243.072350,-56.810000,Slytherin
55969.000000,-534.068562,3.600028,5.340686,5.414000,477.971510,631.677890,2.675303,1046.601767,6.144587,0.825712,-231.935360,15.060000,Ravenclaw
82130.000000,-402.106086,-6.614747,4.021061,-3.486000,-613.501631,393.662411,7.711015,1030.122493,8.115483,-0.948364,-252.166770,-138.430000,Slytherin
84986.000000,-529.978930,3.338331,5.299789,5.814000,615.276306,674.584742,6.437552,1049.288852,8.332727,-0.631513,-231.155460,-52.890000,Ravenclaw
60061.000000,249.933783,5.417321,-2.499338,3.916000,-720.861511,419.208843,5.443664,1063.545410,6.524639,1.445878,-243.292230,-16.500000,Hufflepuff
36793.000000,413.016752,3.052991,-4.130168,6.197000,-480.565412,451.906249,6.494351,1043.899937,8.254311,0.003233,-241.941410,2.500000,Hufflepuff
42630.000000,283.786607,-6.813034,-2.837866,4.358000,-422.534969,576.285900,-3.518111,967.886025,4.330140,0.004533,-251.634440,139.180000,Gryffindor
82681.000000,-535.163742,3.982915,5.351637,5.639000,576.082272,607.287744,5.374845,1042.578101,4.503204,-0.512238,-232.251960,-60.480000,Ravenclaw
39603.000000,507.643213,-4.284524,-5.076432,5.254000,-562.514016,610.919881,-5.025782,965.410691,4.809942,-0.265082,-251.488530,206.450000,Gryffindor
49462.000000,389.729377,-4.114702,-3.897294,4.746000,-751.136160,621.261233,-6.349733,964.060076,3.962344,0.532806,-252.155680,219.680000,Gryffindor
63699.000000,369.815441,5.736039,-3.698154,4.029000,-599.575765,387.351367,1.727202,1062.388245,2.113177,0.051288,-245.689240,1.540000,Hufflepuff
29622.000000,457.055910,-4.323345,-4.570559,6.563000,-689.596106,596.157549,-5.613960,945.529967,2.759326,-0.670996,-250.575570,229.570000,Gryffindor
77425.000000,-381.870898,-9.563072,3.818709,-6.629000,-300.294849,416.893428,5.269746,1051.337283,10.506075,0.315748,-255.736820,-130.320000,Slytherin
36880.000000,481.793062,4.834820,-4.817931,5.159000,-333.104820,418.457753,9.997830,1029.712342,8.330519,0.281039,-241.360180,-26.200000,Hufflepuff
39665.000000,-636.022526,2.993951,6.360225,3.611000,442.641889,599.235185,4.395795,1049.514491,8.130412,-1.220939,-231.832230,4.330000,Ravenclaw
54483.000000,630.497511,4.805573,-6.304975,7.501000,-433.715456,389.205301,4.526551,1047.366543,2.688570,0.530126,-244.048980,-21.830000,Hufflepuff
51140.000000,-494.898293,8.242432,4.948983,5.254000,246.716847,614.784370,3.700323,1033.691161,5.386758,0.595913,-229.918140,57.160000,Ravenclaw
70213.000000,-524.147354,5.470066,5.241474,5.239000,508.809144,623.568048,5.616672,1049.045879,6.639425,0.204728,-230.774220,-26.680000,Ravenclaw
23779.000000,-594.557704,-4.171095,5.945577,-2.642000,-633.265091,410.058029,6.121500,1058.042361,11.552388,-0.077377,-245.019290,-50.010000,Slytherin
12935.000000,-254.155622,8.135189,2.541556,6.571000,554.172171,565.883779,4.160302,1075.440226,7.938022,-0.074331,-227.861560,41.200000,Ravenclaw
42562.000000,746.065556,4.754539,-7.460656,6.041000,-727.609557,382.600312,2.639862,1070.365623,5.319073,0.480113,-246.561180,21.060000,Hufflepuff
52865.000000,-489.487550,3.004230,4.894875,5.160000,446.694603,625.584383,4.703330,1054.899831,8.581515,-0.109383,-231.996380,-8.390000,Ravenclaw
67963.000000,309.037004,6.381638,-3.090370,5.619000,-574.119995,430.087328,2.461925,1053.812377,2.346003,1.363693,-243.023150,7.540000,Hufflepuff
49018.000000,712.950454,5.949551,-7.129505,7.026000,-723.345164,400.648078,2.868114,1063.998941,4.468169,-0.629425,-244.918120,24.540000,Hufflepuff
41618.000000,390.656480,5.294273,-3.906565,4.907000,-490.472840,386.433775,4.796707,1049.190100,4.320063,0.184409,-243.105580,-1.980000,Hufflepuff
46440.000000,432.249906,3.173215,-4.322499,6.177000,-485.573158,391.510524,5.950994,1054.707139,5.394657,0.054452,-243.450660,-39.760000,Hufflepuff
47517.000000,-502.980426,3.553843,5.029804,4.674000,310.966782,598.117157,5.028968,1037.932565,7.455259,-0.373631,-232.514090,6.020000,Ravenclaw
6407.000000,773.423833,6.079544,-7.734238,7.233000,-393.279938,391.526335,5.609547,1031.827408,5.966365,-1.768942,-241.704860,58.730000,Hufflepuff
60525.000000,-390.876282,-7.134160,3.908763,-5.132000,-538.915172,401.358926,6.838287,1049.399845,11.235190,0.505809,-252.326070,-108.500000,Slytherin
78160.000000,-516.206763,7.194717,5.162068,6.462000,661.445807,614.198808,1.303920,1038.350789,0.454921,-0.769475,-230.746150,6.010000,Ravenclaw
40414.000000,753.463514,6.291111,-7.534635,3.213000,-202.809196,283.869609,3.969302,1038.471653,-0.186496,-1.001400,-247.973690,-17.630000,Hufflepuff
44387.000000,681.182246,2.304103,-6.811822,6.665000,-331.665357,395.015140,7.640107,1043.362997,6.544869,0.680184,-244.732660,-48.730000,Hufflepuff
56746.000000,842.538228,-4.049054,-8.425382,3.920000,-772.090329,626.981213,-4.954943,940.666943,5.311464,-1.243992,-256.799120,240.850000,Gryffindor
64893.000000,392.416152,3.186442,-3.924162,3.467000,-606.482985,461.262655,4.232999,1058.445388,7.769441,-0.139559,-246.110370,0.780000,Hufflepuff
96741.000000,-363.228405,5.648346,3.632284,7.316000,426.493876,623.522564,5.774247,1026.488211,3.278740,-0.213852,-232.409700,-46.380000,Ravenclaw
55431.000000,542.503697,2.664776,-5.425037,7.103000,-482.206629,418.720431,5.232296,1053.540679,5.375730,0.882950,-244.344130,-33.880000,Hufflepuff
58738.000000,550.788650,5.107171,-5.507887,5.561000,-522.639383,397.711804,5.102264,1053.228101,4.471534,-0.689811,-244.743560,-20.940000,Hufflepuff
73346.000000,-439.959313,-3.970991,4.399593,-4.065000,-573.705363,398.553185,5.051157,1033.008488,6.535668,0.009790,-250.907180,-83.180000,Slytherin
46773.000000,472.009021,6.697887,-4.720090,5.206000,-768.023370,415.001100,4.209253,1062.989464,6.193175,-0.604374,-243.205930,26.940000,Hufflepuff
48745.000000,625.485037,2.198892,-6.254850,7.183000,-607.686936,408.259784,5.679854,1064.424665,7.102882,-0.577777,-244.978870,-34.990000,Hufflepuff
58598.000000,-351.319964,7.528875,3.513200,6.174000,244.032620,640.698078,6.832188,1038.756369,8.727507,0.188142,-229.702230,22.810000,Ravenclaw
34968.000000,-219.797852,7.173930,2.197979,6.649000,391.765026,602.418707,4.768166,1066.639410,8.742790,-0.877995,-229.732510,31.880000,Ravenclaw
50332.000000,738.614790,-5.812634,-7.386148,2.949000,-761.977613,601.028421,-5.204115,916.797764,3.609410,0.648978,-258.256400,243.220000,Gryffindor
59836.000000,-460.118678,-6.127945,4.601187,-6.043000,-539.357058,379.648694,4.643701,1063.857564,9.656304,-2.143967,-252.632820,-98.250000,Slytherin
57156.000000,-484.401538,6.705872,4.844015,6.370000,606.344493,623.838569,4.388334,1054.186967,5.868537,-1.131456,-228.833660,-0.470000,Ravenclaw
67603.000000,634.501500,-6.855740,-6.345015,3.211000,-108.574695,617.553811,-1.740121,955.817691,5.799412,-1.322510,-255.114720,121.400000,Gryffindor
48793.000000,-597.075970,-4.779486,5.970760,-4.624000,-429.005696,396.237252,4.899247,1043.533180,8.131862,0.161967,-248.710760,-73.720000,Slytherin
33198.000000,587.110268,5.574775,-5.871103,5.614000,-794.576118,441.559218,7.786242,1058.654743,11.055915,0.548203,-242.272440,23.070000,Hufflepuff
74119.000000,-518.484332,4.237448,5.184843,6.135000,804.335492,658.312033,7.041800,1074.095349,9.360647,-0.270825,-228.970020,-73.250000,Ravenclaw
37715.000000,762.708635,4.642110,-7.627086,7.635000,-491.016570,413.953832,3.956411,1047.265560,5.027625,-1.718913,-244.184490,25.850000,Hufflepuff
22683.000000,-452.730458,5.287447,4.527305,4.303000,269.482984,546.017650,4.852666,1044.253009,7.193326,-0.200919,-231.538120,29.730000,Ravenclaw
24323.000000,-646.129323,-3.717326,6.461293,-2.956000,-579.486339,397.511047,9.028882,1024.081781,10.703095,0.696517,-244.202960,-63.120000,Slytherin
48680.000000,553.222866,-6.650035,-5.532229,3.665000,-523.617494,604.494339,-4.002050,929.119341,3.962242,-2.162347,-255.330720,197.440000,Gryffindor
30061.000000,-697.218210,-3.847997,6.972182,-3.064000,-640.562664,378.068632,6.334333,1054.188790,9.514123,-0.740940,-245.113740,-73.690000,Slytherin
48330.000000,509.980158,-7.440085,-5.099802,3.520000,-546.684843,567.109244,-3.090562,935.334722,3.644900,-0.243425,-255.703190,161.230000,Gryffindor
31090.000000,-561.757677,5.629017,5.617577,4.918000,430.274830,587.806162,5.620959,1058.284841,8.526124,-0.600490,-228.937320,7.720000,Ravenclaw
34156.000000,603.981738,6.025372,-6.039817,3.623000,-170.327612,351.055277,7.194718,1023.364436,3.694171,-0.152292,-244.334500,-10.450000,Hufflepuff
56810.000000,-378.210634,-5.145374,3.782106,-7.308000,-400.864717,423.792628,1.967042,1062.431688,9.984564,-0.371801,-253.533840,-35.960000,Slytherin
66820.000000,368.659104,7.499253,-3.686591,4.528000,-748.772813,377.809798,2.435965,1069.591724,2.166138,0.929056,-244.503260,-2.390000,Hufflepuff
32280.000000,-667.544135,-1.183749,6.675441,-3.147000,-553.814015,385.436132,3.366380,1048.830031,6.408761,0.931532,-244.738410,-25.120000,Slytherin
17333.000000,673.462427,5.926021,-6.734624,2.925000,-298.512199,385.299287,5.957955,1028.713659,6.715939,0.272105,-244.731690,49.930000,Hufflepuff
36712.000000,539.565662,5.246919,-5.395657,4.550000,-520.589498,439.878895,3.738621,1044.807690,6.676479,0.074685,-244.135980,53.730000,Hufflepuff
60468.000000,339.377227,6.451870,-3.393772,3.060000,-633.526999,400.459953,5.925806,1056.174374,5.815694,-0.190537,-244.098690,-15.190000,Hufflepuff
21274.000000,786.951383,-4.932049,-7.869514,6.533000,-226.242999,564.622502,-3.396316,941.580813,3.211103,-0.077073,-251.852910,194.360000,Gryffindor
44926.000000,641.778906,6.005069,-6.417789,5.567000,-803.555856,382.681426,4.704956,1071.538186,6.503348,0.018346,-244.867510,6.370000,Hufflepuff
77550.000000,-539.197988,4.565073,5.391980,5.045000,597.199409,612.626659,6.530961,1043.246771,6.013302,0.275594,-231.490680,-57.280000,Ravenclaw
39620.000000,91.146725,-7.320355,-0.911467,5.565000,45.643493,592.576632,-3.147449,966.268135,2.805420,0.253123,-247.791050,107.000000,Gryffindor
63563.000000,-599.098294,6.772670,5.990983,4.628000,690.228736,593.942150,3.561104,1050.070650,3.595847,-0.306885,-230.141430,-13.360000,Ravenclaw
67734.000000,492.403637,5.353448,-4.924036,6.492000,-581.376560,435.952865,5.166394,1052.875711,4.938399,0.472314,-243.479100,-17.620000,Hufflepuff
25124.000000,704.489077,4.706566,-7.044891,3.517000,-194.202539,352.847179,6.708885,1028.420720,5.148515,-1.263660,-245.662740,1.620000,Hufflepuff
59373.000000,379.495668,4.217693,-3.794957,7.067000,-613.212144,380.891345,6.452326,1063.536328,4.447282,-0.858803,-242.536680,-66.720000,Hufflepuff
41132.000000,-721.645391,6.443582,7.216454,2.466000,609.701576,565.419763,6.220251,1051.103833,6.890720,-0.878378,-229.386960,-16.960000,Ravenclaw
40330.000000,-834.475335,3.177252,8.344753,1.647000,560.058175,578.045743,7.192928,1050.463586,9.196969,0.848225,-230.660160,-39.400000,Ravenclaw
37007.000000,-419.878905,-4.672220,4.198789,-6.051000,-258.955544,444.956875,3.133600,1046.315912,10.684186,-0.370928,-250.036440,-11.400000,Slytherin
69794.000000,-452.309395,5.718257,4.523094,5.599000,370.394860,600.891832,4.253847,1019.267138,3.339985,2.723858,-232.557490,6.620000,Ravenclaw
29261.000000,632.698577,8.361642,-6.326986,2.651000,-288.029440,358.423208,3.672491,1027.265346,2.400625,1.794287,-244.966810,59.360000,Hufflepuff
32043.000000,-475.384035,3.670861,4.753840,4.916000,466.621296,590.380454,6.515634,1069.483718,10.593113,0.252777,-230.276740,-19.600000,Ravenclaw
19443.000000,-527.228338,6.215314,5.272283,4.989000,565.127045,596.954552,3.346716,1071.834522,8.399182,0.744214,-228.263440,39.620000,Ravenclaw
36220.000000,-520.339006,3.135083,5.203390,4.392000,695.868651,610.336077,4.252374,1058.409478,8.439351,0.457195,-231.034410,-0.460000,Ravenclaw
69411.000000,510.448957,2.639222,-5.104490,5.883000,-684.798660,348.135206,4.218426,1082.746554,3.677454,-1.722838,-247.159920,-82.340000,Ravenclaw
